time,x,y,pupil_diameter
2631358,695.5,51.1,995.0
2631359,695.6,49.0,995.0
2631360,695.6,49.7,998.0
2631361,695.7,50.5,1001.0
2631362,695.6,51.6,1004.0
2631363,695.7,52.0,1004.0
2631364,695.8,52.4,1005.0
2631365,696.0,51.5,1007.0
2631366,696.0,49.9,1003.0
2631367,695.8,48.2,998.0
2631368,695.5,47.4,993.0
2631369,694.7,47.5,993.0
2631370,694.3,47.8,991.0
2631371,694.2,48.0,990.0
2631372,694.5,48.2,990.0
2631373,694.5,48.4,991.0
2631374,694.3,48.7,996.0
2631375,694.5,48.9,999.0
2631376,694.8,49.0,1003.0
2631377,694.8,48.3,1003.0
2631378,693.6,47.6,997.0
2631379,692.5,47.1,992.0
2631380,692.7,47.7,986.0
2631381,693.7,48.9,988.0
2631382,693.5,49.8,990.0
2631383,692.4,50.2,992.0
2631384,691.7,49.9,992.0
2631385,692.0,49.8,992.0
2631386,692.3,50.2,993.0
2631387,692.3,50.5,994.0
2631388,692.3,50.5,994.0
2631389,692.4,50.1,996.0
2631390,692.5,49.7,998.0
2631391,692.6,49.4,999.0
2631392,692.7,49.4,997.0
2631393,692.8,49.2,997.0
2631394,693.1,49.0,996.0
2631395,693.4,49.9,997.0
2631396,693.6,51.1,996.0
2631397,693.6,52.2,997.0
2631398,694.1,49.8,996.0
2631399,694.8,47.4,995.0
2631400,695.4,45.5,992.0
2631401,694.1,45.9,991.0
2631402,692.5,46.3,993.0
2631403,690.8,47.2,996.0
2631404,690.6,48.3,998.0
2631405,690.5,49.5,997.0
2631406,692.0,49.9,996.0
2631407,693.5,50.3,996.0
2631408,694.6,50.7,995.0
2631409,693.9,51.1,992.0
2631410,693.2,51.3,989.0
2631411,692.9,50.8,987.0
2631412,693.0,50.0,987.0
2631413,693.0,49.2,987.0
2631414,692.9,49.1,987.0
2631415,693.0,49.5,987.0
2631416,693.1,49.7,988.0
2631417,693.1,49.6,989.0
2631418,692.8,49.1,992.0
2631419,692.4,48.7,993.0
2631420,692.3,48.5,996.0
2631421,692.4,49.2,997.0
2631422,692.6,50.5,998.0
2631423,692.4,51.5,998.0
2631424,692.2,51.8,998.0
2631425,692.2,50.5,997.0
2631426,692.6,49.4,996.0
2631427,692.7,48.5,992.0
2631428,692.6,49.7,989.0
2631429,692.3,50.9,985.0
2631430,692.1,52.4,984.0
2631431,692.0,52.8,985.0
2631432,692.1,53.2,986.0
2631433,692.5,50.7,986.0
2631434,692.9,47.9,984.0
2631435,693.5,46.8,983.0
2631436,693.7,48.4,985.0
2631437,693.6,49.9,987.0
2631438,693.6,49.8,989.0
2631439,693.6,49.7,988.0
2631440,694.1,50.2,988.0
2631441,694.3,50.7,987.0
2631442,694.8,51.4,989.0
2631443,695.0,51.7,990.0
2631444,694.0,51.8,990.0
2631445,692.8,51.6,990.0
2631446,691.8,51.4,989.0
2631447,692.4,50.8,989.0
2631448,692.9,50.3,989.0
2631449,693.1,49.9,989.0
2631450,692.9,50.0,988.0
2631451,692.6,50.1,988.0
2631452,692.2,49.9,988.0
2631453,691.9,49.7,990.0
2631454,692.0,49.6,991.0
2631455,692.3,49.8,991.0
2631456,692.5,50.5,994.0
2631457,692.5,51.1,996.0
2631458,693.2,51.6,997.0
2631459,693.9,51.7,994.0
2631460,694.3,50.7,992.0
2631461,693.9,49.6,992.0
2631462,693.3,48.7,992.0
2631463,693.2,48.9,991.0
2631464,693.2,49.3,989.0
2631465,693.5,49.6,990.0
2631466,693.3,50.2,990.0
2631467,693.3,51.0,988.0
2631468,693.5,51.7,986.0
2631469,693.6,52.6,985.0
2631470,693.1,53.2,983.0
2631471,692.4,52.7,982.0
2631472,692.0,51.5,983.0
2631473,692.6,50.4,986.0
2631474,692.5,50.3,989.0
2631475,691.4,49.5,988.0
2631476,690.1,48.1,987.0
2631477,691.0,46.9,985.0
2631478,692.4,47.2,985.0
2631479,694.4,48.1,985.0
2631480,694.9,48.9,985.0
2631481,695.7,48.8,986.0
2631482,695.8,50.9,989.0
2631483,695.4,52.8,991.0
2631484,694.6,54.5,993.0
2631485,693.9,53.7,991.0
2631486,693.8,53.2,990.0
2631487,693.7,53.0,990.0
2631488,693.7,52.5,989.0
2631489,693.8,52.0,989.0
2631490,694.1,51.5,988.0
2631491,693.4,51.5,989.0
2631492,692.5,51.6,988.0
2631493,691.6,52.4,987.0
2631494,691.3,53.2,986.0
2631495,691.0,52.3,984.0
2631496,691.6,50.7,983.0
2631497,692.4,50.8,985.0
2631498,693.1,52.5,987.0
2631499,693.1,54.2,990.0
2631500,693.9,52.6,990.0
2631501,694.6,51.1,986.0
2631502,695.5,49.5,982.0
2631503,695.6,50.4,978.0
2631504,694.6,51.2,979.0
2631505,693.3,52.3,980.0
2631506,691.9,52.6,980.0
2631507,691.8,53.3,981.0
2631508,691.4,53.6,981.0
2631509,691.1,53.8,982.0
2631510,691.3,52.6,983.0
2631511,691.4,51.8,983.0
2631512,691.6,51.2,982.0
2631513,691.6,51.9,981.0
2631514,692.6,52.7,982.0
2631515,693.5,53.4,983.0
2631516,694.4,53.5,984.0
2631517,694.8,53.0,985.0
2631518,695.2,52.4,983.0
2631519,695.3,52.0,981.0
2631520,695.8,51.9,979.0
2631521,696.4,51.0,979.0
2631522,696.1,50.0,977.0
2631523,695.4,49.3,975.0
2631524,694.5,49.9,972.0
2631525,693.8,50.6,971.0
2631526,693.1,50.1,970.0
2631527,692.6,49.2,970.0
2631528,693.2,48.3,972.0
2631529,693.7,50.0,977.0
2631530,693.9,51.6,981.0
2631531,693.7,53.3,985.0
2631532,693.6,53.3,986.0
2631533,693.5,53.4,986.0
2631534,693.4,53.4,987.0
2631535,693.1,53.1,987.0
2631536,692.9,52.8,988.0
2631537,692.8,52.6,988.0
2631538,693.1,53.1,986.0
2631539,693.8,53.6,983.0
2631540,694.6,52.5,979.0
2631541,695.4,51.2,978.0
2631542,695.7,50.5,978.0
2631543,695.5,51.2,978.0
2631544,694.9,51.8,977.0
2631545,694.3,51.8,975.0
2631546,693.6,52.2,971.0
2631547,693.0,52.7,970.0
2631548,692.2,52.0,967.0
2631549,692.1,50.9,967.0
2631550,692.7,50.5,965.0
2631551,693.4,51.2,965.0
2631552,692.9,51.9,967.0
2631553,691.6,51.9,969.0
2631554,691.3,52.0,972.0
2631555,692.2,51.7,971.0
2631556,693.4,51.3,970.0
2631557,693.6,52.4,969.0
2631558,693.8,53.9,969.0
2631559,693.8,55.4,969.0
2631560,694.0,55.4,970.0
2631561,692.7,55.4,970.0
2631562,691.4,54.8,970.0
2631563,691.0,53.8,970.0
2631564,692.0,52.9,971.0
2631565,696.2,52.9,971.0
2631566,699.6,53.4,971.0
2631567,704.7,52.5,970.0
2631568,709.5,51.0,972.0
2631569,714.9,49.6,975.0
2631570,722.8,49.2,978.0
2631571,729.5,48.7,978.0
2631572,738.7,47.8,978.0
2631573,747.6,46.5,978.0
2631574,757.6,45.6,977.0
2631575,765.7,44.1,977.0
2631576,775.2,42.5,975.0
2631577,782.2,40.9,973.0
2631578,790.9,40.3,972.0
2631579,795.6,40.6,973.0
2631580,802.3,40.7,975.0
2631581,806.8,41.6,978.0
2631582,812.9,42.5,978.0
2631583,816.5,43.7,977.0
2631584,822.0,44.0,975.0
2631585,826.2,42.7,974.0
2631586,830.3,41.3,971.0
2631587,833.7,39.9,970.0
2631588,836.5,39.4,969.0
2631589,841.0,38.0,968.0
2631590,844.0,36.7,966.0
2631591,846.7,36.0,964.0
2631592,848.2,36.2,964.0
2631593,850.5,38.3,964.0
2631594,852.4,40.8,967.0
2631595,854.0,43.2,969.0
2631596,854.9,43.8,970.0
2631597,855.6,43.8,968.0
2631598,856.2,43.8,965.0
2631599,856.4,43.7,965.0
2631600,856.6,42.7,964.0
2631601,857.2,41.9,964.0
2631602,857.6,41.0,964.0
2631603,857.0,40.8,965.0
2631604,855.9,40.4,965.0
2631605,855.4,40.0,965.0
2631606,856.0,39.8,969.0
2631607,856.5,39.8,972.0
2631608,856.6,39.7,976.0
2631609,855.9,40.4,977.0
2631610,855.3,41.1,977.0
2631611,854.9,42.3,974.0
2631612,855.5,43.2,970.0
2631613,856.0,44.0,966.0
2631614,856.3,43.0,963.0
2631615,856.1,41.6,961.0
2631616,855.7,41.4,960.0
2631617,855.3,42.6,961.0
2631618,855.2,43.8,961.0
2631619,855.3,43.8,962.0
2631620,855.4,43.8,961.0
2631621,855.6,43.4,962.0
2631622,855.1,43.0,962.0
2631623,854.8,42.7,961.0
2631624,854.5,42.8,960.0
2631625,854.6,42.3,961.0
2631626,854.5,41.5,963.0
2631627,854.4,41.6,965.0
2631628,854.6,42.5,965.0
2631629,855.5,43.4,966.0
2631630,856.4,43.1,967.0
2631631,856.9,42.7,966.0
2631632,856.6,42.1,964.0
2631633,856.4,42.0,961.0
2631634,856.2,41.8,961.0
2631635,856.5,41.6,962.0
2631636,856.7,41.3,963.0
2631637,856.8,41.3,965.0
2631638,856.9,41.3,965.0
2631639,857.2,41.5,965.0
2631640,857.4,41.2,966.0
2631641,857.7,40.9,967.0
2631642,857.9,42.1,969.0
2631643,858.0,43.6,972.0
2631644,857.7,44.9,971.0
2631645,857.1,44.5,967.0
2631646,856.5,44.2,964.0
2631647,856.2,44.1,967.0
2631648,856.1,44.2,969.0
2631649,856.4,44.2,968.0
2631650,856.8,44.6,967.0
2631651,857.2,44.9,967.0
2631652,857.4,44.8,966.0
2631653,857.4,44.5,966.0
2631654,857.5,44.1,964.0
2631655,856.9,42.9,963.0
2631656,856.3,41.5,961.0
2631657,856.9,41.6,960.0
2631658,858.1,42.8,961.0
2631659,859.0,43.8,962.0
2631660,858.7,43.7,964.0
2631661,857.6,43.6,964.0
2631662,856.9,42.6,963.0
2631663,856.4,41.5,962.0
2631664,856.6,40.8,964.0
2631665,856.3,41.1,966.0
2631666,855.8,41.5,967.0
2631667,855.0,41.5,966.0
2631668,854.7,41.5,966.0
2631669,855.3,41.7,966.0
2631670,856.4,42.0,965.0
2631671,857.4,41.6,964.0
2631672,857.8,41.1,963.0
2631673,858.0,41.5,963.0
2631674,858.1,43.5,964.0
2631675,857.8,45.5,964.0
2631676,857.7,45.4,963.0
2631677,857.7,44.3,962.0
2631678,857.3,42.7,961.0
2631679,856.5,41.7,960.0
2631680,855.6,41.2,960.0
2631681,855.3,41.7,960.0
2631682,856.5,43.1,960.0
2631683,857.8,44.1,960.0
2631684,858.6,44.9,960.0
2631685,858.0,45.1,959.0
2631686,857.5,45.2,958.0
2631687,857.6,44.2,958.0
2631688,857.7,43.2,959.0
2631689,857.7,42.2,960.0
2631690,857.7,42.2,960.0
2631691,857.7,42.2,960.0
2631692,857.5,42.3,959.0
2631693,857.2,42.3,959.0
2631694,856.9,42.3,958.0
2631695,856.7,41.8,958.0
2631696,857.5,41.2,958.0
2631697,858.4,40.5,958.0
2631698,858.1,40.3,961.0
2631699,856.9,40.2,964.0
2631700,855.8,40.3,967.0
2631701,856.0,41.6,967.0
2631702,856.4,42.6,963.0
2631703,856.6,42.2,958.0
2631704,856.4,40.8,954.0
2631705,856.0,40.3,956.0
2631706,855.5,43.0,958.0
2631707,855.3,45.6,959.0
2631708,855.9,46.5,960.0
2631709,856.6,45.8,961.0
2631710,857.0,45.0,959.0
2631711,856.6,44.7,957.0
2631712,856.4,43.9,955.0
2631713,856.3,43.8,955.0
2631714,855.9,44.0,954.0
2631715,855.6,44.4,953.0
2631716,855.3,43.5,953.0
2631717,855.2,43.2,954.0
2631718,855.6,43.1,956.0
2631719,855.8,42.7,955.0
2631720,856.0,41.8,953.0
2631721,856.1,41.1,949.0
2631722,856.3,41.2,948.0
2631723,856.5,42.0,947.0
2631724,857.3,42.6,946.0
2631725,858.2,43.3,951.0
2631726,857.5,43.5,957.0
2631727,856.5,43.6,960.0
2631728,855.3,44.3,956.0
2631729,855.8,44.8,953.0
2631730,855.3,44.6,953.0
2631731,854.9,43.9,955.0
2631732,855.5,42.9,957.0
2631733,856.4,42.1,958.0
2631734,856.6,41.3,956.0
2631735,856.0,41.0,954.0
2631736,855.5,41.5,953.0
2631737,855.7,42.5,954.0
2631738,856.6,43.4,956.0
2631739,857.5,44.0,959.0
2631740,858.1,43.0,961.0
2631741,858.1,41.9,960.0
2631742,858.1,41.1,959.0
2631743,858.1,43.1,958.0
2631744,858.0,45.1,954.0
2631745,857.8,46.4,951.0
2631746,857.7,45.7,950.0
2631747,857.7,44.5,952.0
2631748,857.4,43.8,954.0
2631749,857.0,43.5,955.0
2631750,856.5,44.3,956.0
2631751,856.7,45.0,955.0
2631752,857.1,45.4,952.0
2631753,857.1,45.0,948.0
2631754,856.8,44.5,944.0
2631755,856.5,44.0,943.0
2631756,856.6,43.8,947.0
2631757,856.0,44.1,951.0
2631758,855.3,44.5,956.0
2631759,855.0,44.8,956.0
2631760,855.5,44.5,958.0
2631761,855.9,44.0,960.0
2631762,855.9,43.5,962.0
2631763,856.0,43.2,962.0
2631764,856.2,44.2,961.0
2631765,856.4,45.3,957.0
2631766,856.0,45.5,953.0
2631767,855.4,43.8,950.0
2631768,854.8,42.1,950.0
2631769,855.0,41.4,949.0
2631770,855.4,41.6,948.0
2631771,855.7,41.8,948.0
2631772,856.0,42.6,948.0
2631773,856.0,45.0,948.0
2631774,856.2,47.4,951.0
2631775,856.5,47.3,953.0
2631776,855.7,43.5,956.0
2631777,854.7,39.7,957.0
2631778,854.5,39.4,954.0
2631779,855.3,41.1,950.0
2631780,855.3,42.8,946.0
2631781,854.6,43.8,945.0
2631782,853.8,44.8,945.0
2631783,853.9,44.9,944.0
2631784,854.0,44.1,943.0
2631785,854.1,43.1,943.0
2631786,853.6,42.9,945.0
2631787,853.2,42.7,947.0
2631788,853.5,42.7,948.0
2631789,854.3,41.9,948.0
2631790,854.1,40.0,948.0
2631791,853.1,38.0,946.0
2631792,853.1,37.9,945.0
2631793,854.1,39.0,948.0
2631794,854.5,41.5,952.0
2631795,854.1,43.0,956.0
2631796,853.6,44.0,954.0
2631797,853.7,43.9,952.0
2631798,853.7,43.7,951.0
2631799,854.2,44.5,951.0
2631800,854.5,45.3,951.0
2631801,854.5,46.0,952.0
2631802,853.4,45.6,951.0
2631803,852.3,46.3,950.0
2631804,852.5,47.2,950.0
2631805,853.5,47.3,950.0
2631806,853.5,45.2,951.0
2631807,852.5,42.7,951.0
2631808,851.4,41.4,951.0
2631809,851.2,41.4,951.0
2631810,851.0,41.8,951.0
2631811,851.0,41.1,951.0
2631812,851.7,40.2,951.0
2631813,852.3,41.6,951.0
2631814,852.4,43.8,950.0
2631815,852.0,44.6,949.0
2631816,851.8,43.1,947.0
2631817,852.1,41.7,947.0
2631818,852.2,41.8,948.0
2631819,852.3,41.9,950.0
2631820,852.4,42.0,951.0
2631821,852.4,42.1,953.0
2631822,852.3,41.4,956.0
2631823,852.0,40.5,956.0
2631824,851.8,39.6,953.0
2631825,852.2,39.6,948.0
2631826,852.8,39.7,947.0
2631827,853.3,40.9,947.0
2631828,854.0,42.1,947.0
2631829,854.7,43.0,946.0
2631830,855.3,42.5,945.0
2631831,853.9,41.8,946.0
2631832,852.4,41.2,946.0
2631833,851.1,40.8,944.0
2631834,850.9,40.4,942.0
2631835,850.8,40.1,941.0
2631836,851.4,40.5,943.0
2631837,852.0,41.8,948.0
2631838,853.1,43.0,951.0
2631839,853.5,43.5,953.0
2631840,853.8,42.5,952.0
2631841,853.2,41.6,948.0
2631842,852.7,40.8,945.0
2631843,852.3,42.0,945.0
2631844,852.1,43.2,947.0
2631845,852.1,44.7,949.0
2631846,851.9,44.9,948.0
2631847,851.8,44.2,948.0
2631848,851.1,43.0,948.0
2631849,850.7,43.0,948.0
2631850,851.0,44.2,949.0
2631851,851.6,45.6,948.0
2631852,852.3,45.5,948.0
2631853,852.9,44.8,947.0
2631854,853.6,44.1,948.0
2631855,854.0,43.7,948.0
2631856,853.7,43.6,951.0
2631857,853.0,43.3,954.0
2631858,852.5,43.1,952.0
2631859,851.9,43.7,948.0
2631860,851.9,44.4,944.0
2631861,852.0,45.6,944.0
2631862,852.1,46.0,944.0
2631863,852.6,45.4,944.0
2631864,852.9,44.3,944.0
2631865,853.2,43.2,944.0
2631866,853.0,43.0,943.0
2631867,852.6,42.9,943.0
2631868,852.2,42.9,944.0
2631869,851.9,43.1,944.0
2631870,851.7,43.3,949.0
2631871,851.4,41.9,954.0
2631872,851.3,40.3,957.0
2631873,851.0,40.1,956.0
2631874,850.9,41.3,955.0
2631875,851.3,42.5,952.0
2631876,851.7,42.3,946.0
2631877,852.6,42.1,940.0
2631878,853.0,42.1,941.0
2631879,853.3,41.3,944.0
2631880,852.4,40.4,947.0
2631881,851.7,39.7,948.0
2631882,852.3,40.1,947.0
2631883,853.5,40.6,945.0
2631884,854.0,40.9,942.0
2631885,853.2,41.0,941.0
2631886,852.4,41.6,940.0
2631887,852.4,42.3,939.0
2631888,852.6,43.3,940.0
2631889,852.7,43.7,943.0
2631890,853.5,44.2,945.0
2631891,854.0,42.6,943.0
2631892,854.2,41.0,942.0
2631893,853.6,39.3,939.0
2631894,852.7,39.2,939.0
2631895,852.1,41.4,940.0
2631896,851.3,43.6,942.0
2631897,851.0,46.4,944.0
2631898,851.4,47.0,944.0
2631899,851.9,44.8,943.0
2631900,852.7,42.0,942.0
2631901,853.1,40.6,946.0
2631902,853.4,41.9,953.0
2631903,853.1,43.3,959.0
2631904,852.4,43.5,954.0
2631905,851.5,43.6,947.0
2631906,851.0,44.1,940.0
2631907,850.8,44.6,941.0
2631908,851.0,44.3,942.0
2631909,851.2,43.4,943.0
2631910,851.3,42.4,944.0
2631911,851.3,42.0,945.0
2631912,851.9,41.5,945.0
2631913,852.5,41.0,943.0
2631914,853.0,42.3,942.0
2631915,852.0,43.7,941.0
2631916,851.0,45.3,942.0
2631917,850.0,45.5,942.0
2631918,850.1,45.9,941.0
2631919,850.2,44.6,941.0
2631920,850.0,43.1,942.0
2631921,849.8,42.1,944.0
2631922,850.0,43.3,950.0
2631923,850.9,44.5,957.0
2631924,855.2,45.3,959.0
2631925,859.7,45.3,954.0
2631926,865.2,45.0,951.0
2631927,869.5,44.4,953.0
2631928,874.0,45.1,957.0
2631929,881.0,46.6,959.0
2631930,888.4,48.0,961.0
2631931,898.1,48.2,961.0
2631932,904.5,47.0,958.0
2631933,913.7,45.6,955.0
2631934,920.5,43.8,951.0
2631935,930.3,42.9,951.0
2631936,936.5,42.6,951.0
2631937,942.6,43.5,951.0
2631938,948.1,44.7,950.0
2631939,952.1,43.8,949.0
2631940,957.6,42.6,947.0
2631941,961.8,40.0,945.0
2631942,965.5,39.2,945.0
2631943,971.3,40.1,946.0
2631944,976.2,42.2,948.0
2631945,982.1,43.1,949.0
2631946,984.0,41.9,949.0
2631947,988.3,40.6,950.0
2631948,991.6,40.7,948.0
2631949,996.5,41.0,947.0
2631950,999.2,41.3,945.0
2631951,1002.3,41.6,943.0
2631952,1002.5,40.1,943.0
2631953,1002.0,38.5,942.0
2631954,1002.7,38.7,945.0
2631955,1004.3,39.8,948.0
2631956,1006.0,41.0,951.0
2631957,1006.1,40.4,946.0
2631958,1006.3,41.2,941.0
2631959,1006.4,41.9,937.0
2631960,1005.9,41.7,939.0
2631961,1005.2,41.1,942.0
2631962,1004.4,40.4,945.0
2631963,1004.4,40.7,949.0
2631964,1004.7,40.8,951.0
2631965,1004.9,40.5,952.0
2631966,1004.9,39.9,951.0
2631967,1004.7,39.4,951.0
2631968,1004.0,39.5,950.0
2631969,1003.4,39.1,950.0
2631970,1002.9,38.6,951.0
2631971,1003.1,37.8,951.0
2631972,1003.3,37.8,949.0
2631973,1003.5,37.2,946.0
2631974,1003.5,36.6,944.0
2631975,1003.5,38.2,947.0
2631976,1003.5,40.3,949.0
2631977,1003.6,41.6,949.0
2631978,1004.2,39.6,948.0
2631979,1004.7,37.7,948.0
2631980,1005.1,37.1,948.0
2631981,1004.8,38.0,947.0
2631982,1004.5,39.0,947.0
2631983,1004.2,39.6,946.0
2631984,1004.0,39.7,945.0
2631985,1004.6,42.2,944.0
2631986,1005.3,44.7,942.0
2631987,1005.7,46.8,941.0
2631988,1004.8,46.1,941.0
2631989,1003.8,43.7,941.0
2631990,1002.8,41.6,942.0
2631991,1002.5,39.9,943.0
2631992,1002.8,39.9,942.0
2631993,1003.4,39.4,942.0
2631994,1003.9,38.8,942.0
2631995,1003.7,40.3,943.0
2631996,1003.1,42.3,948.0
2631997,1002.6,43.8,953.0
2631998,1002.4,43.4,958.0
2631999,1002.6,43.0,955.0
2632000,1002.4,43.6,951.0
2632001,1001.9,43.9,946.0
2632002,1002.0,44.2,945.0
2632003,1002.6,43.5,945.0
2632004,1003.2,42.9,947.0
2632005,1002.6,41.9,949.0
2632006,1001.9,41.7,949.0
2632007,1000.7,41.4,949.0
2632008,1000.1,42.2,949.0
2632009,1000.4,43.7,948.0
2632010,1001.4,45.3,948.0
2632011,1002.6,43.8,947.0
2632012,1002.8,41.5,947.0
2632013,1002.9,38.1,945.0
2632014,1003.0,37.0,944.0
2632015,1003.1,36.7,942.0
2632016,1002.5,38.2,941.0
2632017,1001.7,39.5,941.0
2632018,1001.2,40.1,943.0
2632019,1001.6,39.7,944.0
2632020,1001.9,39.4,946.0
2632021,1002.2,41.2,947.0
2632022,1002.8,43.4,947.0
2632023,1003.5,44.2,947.0
2632024,1004.2,42.6,947.0
2632025,1004.7,41.5,948.0
2632026,1005.2,41.6,949.0
2632027,1005.4,42.0,949.0
2632028,1004.9,41.4,949.0
2632029,1004.2,41.1,949.0
2632030,1003.5,40.9,949.0
2632031,1003.6,42.1,949.0
2632032,1003.7,43.2,947.0
2632033,1004.0,44.7,947.0
2632034,1003.9,44.1,946.0
2632035,1003.7,43.8,946.0
2632036,1002.5,42.7,948.0
2632037,1001.4,42.7,949.0
2632038,1001.2,42.6,948.0
2632039,1001.8,41.7,944.0
2632040,1002.7,40.8,942.0
2632041,1002.9,42.4,944.0
2632042,1003.0,45.0,945.0
2632043,1002.9,47.5,945.0
2632044,1002.5,47.3,945.0
2632045,1001.8,46.9,943.0
2632046,1001.1,46.6,942.0
2632047,1000.8,46.4,939.0
2632048,1001.4,46.7,937.0
2632049,1001.9,47.1,937.0
2632050,1002.6,47.4,939.0
2632051,1002.7,47.6,941.0
2632052,1002.8,46.8,943.0
2632053,1002.8,45.2,943.0
2632054,1002.6,43.7,943.0
2632055,1002.4,44.2,941.0
2632056,1002.5,45.6,940.0
2632057,1003.2,47.0,939.0
2632058,1003.9,47.1,939.0
2632059,1004.2,46.2,938.0
2632060,1003.9,45.2,937.0
2632061,1002.9,44.2,935.0
2632062,1002.0,44.4,935.0
2632063,1001.3,43.8,934.0
2632064,1001.5,43.5,934.0
2632065,1001.8,43.0,934.0
2632066,1001.7,43.7,934.0
2632067,1001.5,44.2,933.0
2632068,1001.1,45.1,933.0
2632069,1000.8,46.3,937.0
2632070,1000.4,47.4,941.0
2632071,1000.2,46.6,944.0
2632072,1000.6,45.5,943.0
2632073,1001.2,44.8,942.0
2632074,1001.7,45.0,942.0
2632075,1001.6,44.2,941.0
2632076,1002.0,43.1,940.0
2632077,1002.5,42.9,939.0
2632078,1002.2,43.2,939.0
2632079,1001.4,42.9,939.0
2632080,1000.6,42.1,940.0
2632081,1000.6,43.5,939.0
2632082,1001.4,45.6,938.0
2632083,1002.2,47.2,938.0
2632084,1002.2,46.2,939.0
2632085,1001.4,45.4,939.0
2632086,1001.3,45.2,938.0
2632087,1001.8,43.7,938.0
2632088,1002.2,41.9,939.0
2632089,1001.8,40.5,939.0
2632090,1002.2,40.9,937.0
2632091,1002.8,41.3,935.0
2632092,1002.4,41.5,934.0
2632093,1001.5,42.1,936.0
2632094,1000.5,42.0,937.0
2632095,1000.4,41.7,939.0
2632096,1000.4,41.1,940.0
2632097,1000.3,41.1,941.0
2632098,1000.3,41.2,941.0
2632099,1000.2,41.0,942.0
2632100,1000.2,40.9,940.0
2632101,1000.4,41.8,938.0
2632102,1000.9,42.9,937.0
2632103,1001.6,45.0,938.0
2632104,1002.3,45.9,940.0
2632105,1002.4,44.8,941.0
2632106,1002.0,42.8,941.0
2632107,1001.6,41.2,940.0
2632108,1001.1,41.4,939.0
2632109,1000.7,41.7,938.0
2632110,1000.1,41.6,937.0
2632111,999.8,41.8,938.0
2632112,999.5,41.4,940.0
2632113,999.5,41.0,939.0
2632114,1000.8,40.5,936.0
2632115,1002.2,40.7,933.0
2632116,1003.5,39.7,932.0
2632117,1003.5,38.7,932.0
2632118,1003.4,38.1,934.0
2632119,1003.4,38.4,936.0
2632120,1003.2,38.8,937.0
2632121,1002.5,42.1,936.0
2632122,1002.1,45.6,935.0
2632123,1001.6,47.4,934.0
2632124,1002.0,45.7,933.0
2632125,1002.7,44.0,934.0
2632126,1002.8,44.0,935.0
2632127,1002.6,44.4,936.0
2632128,1002.0,44.7,935.0
2632129,1002.0,44.5,935.0
2632130,1002.0,43.8,934.0
2632131,1002.2,43.3,933.0
2632132,1002.6,43.2,931.0
2632133,1002.9,42.7,931.0
2632134,1003.0,42.1,931.0
2632135,1003.0,42.2,932.0
2632136,1003.1,43.2,932.0
2632137,1003.2,43.9,933.0
2632138,1002.8,43.9,933.0
2632139,1002.4,43.5,934.0
2632140,1001.9,42.8,935.0
2632141,1000.4,42.3,933.0
2632142,998.0,42.0,930.0
2632143,992.6,42.0,926.0
2632144,988.2,41.3,928.0
2632145,982.2,40.2,933.0
2632146,978.4,40.2,939.0
2632147,972.8,40.5,942.0
2632148,969.7,40.7,943.0
2632149,965.6,40.0,940.0
2632150,963.7,41.1,936.0
2632151,961.3,42.4,933.0
2632152,960.3,42.5,935.0
2632153,959.3,41.0,937.0
2632154,958.9,40.8,938.0
2632155,959.0,42.0,939.0
2632156,959.2,42.4,939.0
2632157,959.4,41.3,939.0
2632158,959.4,40.1,940.0
2632159,959.2,39.6,940.0
2632160,960.1,40.0,939.0
2632161,961.3,40.5,938.0
2632162,962.0,38.9,938.0
2632163,961.0,36.8,938.0
2632164,959.2,36.8,938.0
2632165,958.0,38.8,939.0
2632166,957.4,40.9,939.0
2632167,957.5,41.0,937.0
2632168,957.6,41.0,934.0
2632169,957.6,41.0,932.0
2632170,958.0,40.9,932.0
2632171,958.4,40.9,930.0
2632172,958.3,41.4,928.0
2632173,957.8,42.7,928.0
2632174,957.0,43.9,929.0
2632175,956.5,42.6,929.0
2632176,956.6,40.7,927.0
2632177,957.1,38.5,930.0
2632178,957.3,38.1,933.0
2632179,956.9,38.3,933.0
2632180,956.1,39.1,931.0
2632181,955.6,40.1,927.0
2632182,955.6,40.8,926.0
2632183,955.8,41.2,926.0
2632184,956.0,41.5,926.0
2632185,956.1,41.5,928.0
2632186,956.5,41.8,930.0
2632187,956.8,42.4,931.0
2632188,956.3,43.1,930.0
2632189,955.6,43.4,929.0
2632190,955.4,43.4,927.0
2632191,955.8,43.5,925.0
2632192,956.6,43.6,924.0
2632193,957.0,43.8,926.0
2632194,956.2,42.9,928.0
2632195,955.1,42.2,930.0
2632196,954.0,41.4,929.0
2632197,953.9,41.7,928.0
2632198,953.8,42.4,928.0
2632199,953.7,43.1,928.0
2632200,953.8,43.2,928.0
2632201,954.3,42.8,928.0
2632202,954.7,42.3,928.0
2632203,954.9,42.7,928.0
2632204,954.9,42.9,928.0
2632205,955.1,42.1,929.0
2632206,955.2,41.1,929.0
2632207,954.8,39.9,930.0
2632208,954.2,39.6,930.0
2632209,953.5,38.8,931.0
2632210,953.4,38.1,931.0
2632211,953.4,39.2,930.0
2632212,953.4,40.9,932.0
2632213,954.8,40.7,933.0
2632214,956.3,38.9,934.0
2632215,957.7,39.0,934.0
2632216,957.6,40.9,933.0
2632217,957.6,41.7,933.0
2632218,957.5,40.6,933.0
