time,x,y,pupil_diameter
2625511,484.5,63.5,919.0
2625512,485.1,63.6,918.0
2625513,485.7,64.7,916.0
2625514,485.8,65.7,916.0
2625515,484.9,66.7,919.0
2625516,484.0,66.6,922.0
2625517,484.2,66.7,924.0
2625518,484.8,66.6,923.0
2625519,485.5,66.4,922.0
2625520,485.6,66.0,922.0
2625521,484.5,65.7,923.0
2625522,483.5,65.1,923.0
2625523,482.9,64.6,924.0
2625524,483.5,64.1,926.0
2625525,484.5,63.8,928.0
2625526,484.6,65.1,929.0
2625527,484.5,67.9,930.0
2625528,483.9,70.7,930.0
2625529,483.9,72.2,932.0
2625530,484.5,72.5,933.0
2625531,486.0,73.0,933.0
2625532,487.4,73.2,930.0
2625533,486.7,72.3,929.0
2625534,484.3,71.2,930.0
2625535,482.0,70.0,928.0
2625536,481.3,69.6,925.0
2625537,482.3,68.4,922.0
2625538,483.5,67.5,922.0
2625539,485.6,66.6,922.0
2625540,486.7,66.6,922.0
2625541,487.2,66.6,921.0
2625542,486.0,66.6,920.0
2625543,484.8,66.4,919.0
2625544,484.1,66.0,917.0
2625545,483.6,65.3,915.0
2625546,483.2,64.2,914.0
2625547,482.6,63.1,914.0
2625548,482.4,64.5,912.0
2625549,482.0,66.5,911.0
2625550,481.7,68.1,910.0
2625551,481.9,67.7,912.0
2625552,482.3,65.8,915.0
2625553,482.7,64.3,915.0
2625554,483.4,63.9,914.0
2625555,483.9,64.8,914.0
2625556,484.9,65.8,914.0
2625557,485.7,66.0,914.0
2625558,486.5,66.2,913.0
2625559,487.2,66.4,916.0
2625560,487.4,66.9,919.0
2625561,487.3,67.9,922.0
2625562,486.6,69.6,923.0
2625563,486.3,71.3,923.0
2625564,486.2,72.4,923.0
2625565,486.6,72.7,923.0
2625566,486.7,72.0,922.0
2625567,486.5,71.3,922.0
2625568,486.1,72.3,922.0
2625569,485.6,73.6,923.0
2625570,484.0,74.8,925.0
2625571,482.9,73.6,924.0
2625572,481.8,72.8,921.0
2625573,481.8,72.4,919.0
2625574,481.8,73.0,921.0
2625575,481.4,73.2,922.0
2625576,481.1,73.1,922.0
2625577,480.7,73.1,920.0
2625578,480.8,73.2,917.0
2625579,481.1,72.8,914.0
2625580,483.3,72.1,914.0
2625581,485.3,71.4,917.0
2625582,488.5,71.3,922.0
2625583,492.7,71.9,925.0
2625584,498.7,72.6,927.0
2625585,505.5,73.6,927.0
2625586,510.5,74.4,927.0
2625587,514.4,73.6,924.0
2625588,516.7,72.2,921.0
2625589,520.2,71.9,919.0
2625590,523.0,73.2,919.0
2625591,525.0,73.8,918.0
2625592,524.7,73.2,918.0
2625593,527.2,72.9,918.0
2625594,529.9,72.5,919.0
2625595,531.7,71.7,919.0
2625596,530.9,70.6,919.0
2625597,530.2,70.0,919.0
2625598,530.4,69.6,919.0
2625599,531.0,68.8,920.0
2625600,531.9,68.2,920.0
2625601,532.8,67.9,919.0
2625602,531.5,67.9,918.0
2625603,529.7,66.2,917.0
2625604,527.9,63.8,918.0
2625605,528.4,61.5,919.0
2625606,529.2,63.4,920.0
2625607,530.4,66.1,920.0
2625608,531.0,68.7,919.0
2625609,531.1,68.8,917.0
2625610,531.8,68.0,917.0
2625611,532.5,66.5,918.0
2625612,532.0,65.0,920.0
2625613,530.3,65.6,921.0
2625614,528.6,67.0,921.0
2625615,528.5,68.5,921.0
2625616,528.6,68.3,921.0
2625617,528.4,67.9,920.0
2625618,528.4,67.6,919.0
2625619,528.4,67.2,918.0
2625620,528.5,66.8,915.0
2625621,528.6,66.4,912.0
2625622,528.5,66.2,915.0
2625623,528.4,66.2,919.0
2625624,528.1,66.1,923.0
2625625,527.7,66.1,923.0
2625626,527.3,66.1,925.0
2625627,527.2,66.3,928.0
2625628,527.6,66.5,927.0
2625629,528.1,66.8,925.0
2625630,528.5,69.8,926.0
2625631,528.3,72.8,929.0
2625632,528.0,75.3,930.0
2625633,528.0,74.3,926.0
2625634,528.2,70.6,923.0
2625635,528.5,67.4,921.0
2625636,528.8,64.7,920.0
2625637,528.5,66.3,919.0
2625638,527.9,68.0,918.0
2625639,527.0,69.7,918.0
2625640,526.4,69.9,918.0
2625641,526.0,70.1,919.0
2625642,526.1,70.0,919.0
2625643,526.2,69.7,919.0
2625644,526.6,69.3,918.0
2625645,526.9,69.2,917.0
2625646,527.2,69.3,917.0
2625647,528.3,68.3,917.0
2625648,529.5,67.3,916.0
2625649,530.8,66.6,916.0
2625650,530.9,66.3,916.0
2625651,529.0,65.6,918.0
2625652,527.4,65.2,920.0
2625653,526.2,66.1,923.0
2625654,527.1,67.1,924.0
2625655,528.0,66.1,926.0
2625656,528.7,64.6,927.0
2625657,529.3,62.7,927.0
2625658,528.6,62.3,921.0
2625659,527.5,62.6,916.0
2625660,527.6,67.7,918.0
2625661,528.8,72.9,925.0
2625662,529.9,74.3,929.0
2625663,529.2,70.3,925.0
2625664,528.6,66.4,921.0
2625665,528.1,67.9,922.0
2625666,528.8,69.4,925.0
2625667,529.3,71.2,928.0
2625668,529.5,70.5,926.0
2625669,529.1,70.5,924.0
2625670,528.5,69.9,922.0
2625671,528.4,70.0,921.0
2625672,528.2,70.4,923.0
2625673,527.5,70.2,923.0
2625674,526.8,69.0,923.0
2625675,526.3,67.9,922.0
2625676,526.6,67.8,922.0
2625677,526.8,68.2,922.0
2625678,526.9,67.5,922.0
2625679,525.8,66.7,931.0
2625680,524.7,66.3,940.0
2625681,523.7,67.2,943.0
2625682,523.9,68.3,937.0
2625683,524.5,68.8,931.0
2625684,525.1,69.1,930.0
2625685,525.8,69.8,929.0
2625686,526.3,70.4,928.0
2625687,526.5,70.7,929.0
2625688,526.7,70.7,930.0
2625689,527.3,70.4,928.0
2625690,527.8,69.9,925.0
2625691,528.4,67.4,923.0
2625692,528.0,65.0,924.0
2625693,527.5,62.8,925.0
2625694,526.1,63.0,924.0
2625695,525.3,63.6,921.0
2625696,525.0,64.6,917.0
2625697,525.8,65.9,921.0
2625698,526.0,66.8,926.0
2625699,525.7,67.7,930.0
2625700,525.0,68.7,928.0
2625701,525.2,69.8,930.0
2625702,525.3,71.0,933.0
2625703,525.5,71.7,935.0
2625704,526.9,72.6,933.0
2625705,528.6,72.0,930.0
2625706,528.3,71.4,928.0
2625707,526.3,70.7,930.0
2625708,525.1,70.5,933.0
2625709,526.0,69.9,936.0
2625710,527.6,68.7,934.0
2625711,528.5,67.8,932.0
2625712,529.4,67.5,931.0
2625713,529.4,68.8,933.0
2625714,529.1,70.0,935.0
2625715,527.4,71.0,937.0
2625716,525.8,71.1,936.0
2625717,524.4,71.3,935.0
2625718,524.4,71.6,936.0
2625719,524.4,71.5,936.0
2625720,524.4,71.1,936.0
2625721,524.5,70.8,935.0
2625722,524.7,70.7,932.0
2625723,524.8,70.0,928.0
2625724,524.9,69.2,924.0
2625725,525.1,68.3,926.0
2625726,525.2,68.3,929.0
2625727,525.3,69.2,935.0
2625728,525.0,70.0,940.0
2625729,524.5,70.6,939.0
2625730,524.0,70.3,937.0
2625731,525.4,70.2,934.0
2625732,527.0,70.3,935.0
2625733,528.2,70.3,936.0
2625734,526.9,69.9,937.0
2625735,525.3,69.4,937.0
2625736,524.0,69.2,939.0
2625737,523.6,68.6,940.0
2625738,523.5,68.0,942.0
2625739,524.8,68.9,943.0
2625740,526.1,70.4,942.0
2625741,526.9,69.4,935.0
2625742,526.4,66.8,929.0
2625743,525.9,65.2,926.0
2625744,525.9,66.0,929.0
2625745,526.7,66.8,934.0
2625746,527.5,68.2,939.0
2625747,527.1,69.9,943.0
2625748,526.0,71.8,945.0
2625749,525.1,72.3,945.0
2625750,525.3,72.6,945.0
2625751,525.9,72.9,944.0
2625752,526.4,73.1,944.0
2625753,527.0,73.1,944.0
2625754,527.3,70.3,943.0
2625755,527.6,67.6,943.0
2625756,527.8,65.2,943.0
2625757,527.6,65.7,944.0
2625758,527.8,66.2,945.0
2625759,527.7,67.4,946.0
2625760,527.6,69.0,945.0
2625761,527.2,70.6,944.0
2625762,526.0,71.1,943.0
2625763,524.9,72.0,943.0
2625764,523.7,72.9,942.0
2625765,523.7,74.0,941.0
2625766,523.8,71.6,940.0
2625767,524.0,69.2,941.0
2625768,523.9,68.2,942.0
2625769,523.8,69.6,943.0
2625770,523.6,72.2,945.0
2625771,523.9,73.3,946.0
2625772,524.3,74.4,945.0
2625773,525.0,72.3,940.0
2625774,525.2,70.2,936.0
2625775,525.4,66.8,935.0
2625776,525.4,65.3,938.0
2625777,525.4,64.4,940.0
2625778,525.2,65.3,942.0
2625779,525.1,67.2,943.0
2625780,526.5,69.5,944.0
2625781,527.8,71.4,943.0
2625782,528.8,73.2,942.0
2625783,528.2,73.9,939.0
2625784,527.4,75.7,937.0
2625785,527.0,76.7,933.0
2625786,527.2,74.4,932.0
2625787,527.6,71.1,934.0
2625788,527.7,70.0,938.0
2625789,527.4,72.2,943.0
2625790,526.4,73.5,945.0
2625791,525.7,72.5,946.0
2625792,524.7,71.4,948.0
2625793,524.4,71.1,951.0
2625794,523.6,71.1,952.0
2625795,523.0,70.4,950.0
2625796,523.1,69.7,951.0
2625797,523.8,68.9,952.0
2625798,524.3,68.8,955.0
2625799,523.9,68.0,956.0
2625800,523.7,67.4,955.0
2625801,523.2,66.0,951.0
2625802,522.9,65.3,948.0
2625803,522.2,66.1,947.0
2625804,521.7,68.9,947.0
2625805,521.1,71.7,947.0
2625806,520.9,73.2,946.0
2625807,523.5,73.4,946.0
2625808,526.3,72.9,947.0
2625809,529.2,72.3,948.0
2625810,529.4,71.4,949.0
2625811,529.0,71.9,950.0
2625812,528.6,72.6,950.0
2625813,528.1,73.3,951.0
2625814,528.2,73.3,951.0
2625815,528.0,72.4,950.0
2625816,527.8,71.5,949.0
2625817,527.5,70.8,950.0
2625818,526.5,71.2,952.0
2625819,525.5,71.6,953.0
2625820,524.9,71.7,955.0
2625821,525.3,71.5,957.0
2625822,525.3,72.3,959.0
2625823,524.9,73.2,957.0
2625824,524.8,73.1,952.0
2625825,525.4,71.9,946.0
2625826,526.5,70.4,941.0
2625827,527.1,70.6,939.0
2625828,527.4,71.7,936.0
2625829,527.6,73.6,943.0
2625830,528.4,75.0,949.0
2625831,529.2,74.4,953.0
2625832,529.9,74.2,951.0
2625833,530.0,74.0,951.0
2625834,529.1,73.3,953.0
2625835,528.2,71.5,955.0
2625836,526.5,71.3,956.0
2625837,525.6,72.8,957.0
2625838,524.9,74.8,958.0
2625839,525.1,75.2,959.0
2625840,525.5,73.6,956.0
2625841,525.5,71.7,952.0
2625842,525.4,69.9,948.0
2625843,525.1,71.5,952.0
2625844,524.4,73.0,955.0
2625845,523.9,74.4,958.0
2625846,524.7,74.7,958.0
2625847,525.8,74.9,956.0
2625848,527.1,75.6,955.0
2625849,527.7,76.0,954.0
2625850,528.3,76.8,953.0
2625851,528.7,77.2,952.0
2625852,529.0,76.3,952.0
2625853,528.1,74.8,955.0
2625854,527.1,72.6,958.0
2625855,526.2,73.1,954.0
2625856,526.6,73.7,949.0
2625857,526.6,72.7,944.0
2625858,526.0,70.3,944.0
2625859,525.1,70.0,947.0
2625860,524.5,72.1,951.0
2625861,524.4,71.9,954.0
2625862,524.6,69.5,953.0
2625863,525.5,67.6,951.0
2625864,526.3,68.2,950.0
2625865,526.4,69.5,950.0
2625866,525.4,71.1,952.0
2625867,524.6,71.8,955.0
2625868,524.2,72.0,957.0
2625869,524.1,71.6,956.0
2625870,523.6,72.0,955.0
2625871,523.0,72.1,956.0
2625872,522.6,71.1,957.0
2625873,522.3,70.2,958.0
2625874,524.7,69.5,957.0
2625875,527.1,69.6,957.0
2625876,529.3,71.5,958.0
2625877,529.1,73.3,959.0
2625878,527.5,75.3,957.0
2625879,525.7,75.6,955.0
2625880,524.2,73.4,951.0
2625881,525.0,71.0,950.0
2625882,526.0,70.6,949.0
2625883,526.8,71.6,951.0
2625884,525.6,72.7,953.0
2625885,524.6,71.8,955.0
2625886,523.8,72.5,958.0
2625887,524.4,73.3,960.0
2625888,524.9,74.5,962.0
2625889,525.1,75.2,961.0
2625890,525.1,74.9,960.0
2625891,525.6,73.7,958.0
2625892,526.2,71.5,954.0
2625893,526.3,69.6,950.0
2625894,526.2,68.3,947.0
2625895,526.1,67.5,948.0
2625896,526.4,67.1,949.0
2625897,526.5,68.0,949.0
2625898,526.1,69.4,951.0
2625899,525.7,70.6,953.0
2625900,525.3,70.5,955.0
2625901,525.0,70.4,957.0
2625902,524.6,70.4,959.0
2625903,524.0,70.6,957.0
2625904,523.7,71.1,954.0
2625905,523.5,71.2,952.0
2625906,523.7,71.1,953.0
2625907,524.0,70.1,952.0
2625908,524.4,69.1,950.0
2625909,524.6,68.0,949.0
2625910,525.7,67.6,949.0
2625911,526.8,67.7,948.0
2625912,526.6,68.0,947.0
2625913,525.4,68.4,949.0
2625914,523.8,69.8,949.0
2625915,523.3,70.6,949.0
2625916,523.1,70.8,952.0
2625917,523.4,70.1,955.0
2625918,523.9,71.4,958.0
2625919,524.7,73.1,960.0
2625920,526.2,74.9,963.0
2625921,527.5,75.2,965.0
2625922,528.6,75.6,966.0
2625923,531.7,76.1,966.0
2625924,537.5,74.2,959.0
2625925,544.0,70.1,952.0
2625926,548.3,65.8,946.0
2625927,550.2,66.3,949.0
2625928,554.1,69.2,953.0
2625929,557.4,72.0,956.0
2625930,562.3,72.4,955.0
2625931,566.8,72.8,954.0
2625932,571.9,70.5,955.0
2625933,575.3,68.0,955.0
2625934,576.3,66.0,956.0
2625935,576.7,66.7,957.0
2625936,577.1,67.3,958.0
2625937,577.2,67.2,958.0
2625938,577.6,67.8,958.0
2625939,577.8,68.3,958.0
2625940,578.1,66.6,961.0
2625941,578.2,64.3,964.0
2625942,578.6,61.4,965.0
2625943,578.7,60.7,961.0
2625944,579.2,59.4,957.0
2625945,579.6,59.1,954.0
2625946,580.3,59.1,953.0
2625947,580.5,59.6,953.0
2625948,580.3,59.7,953.0
2625949,579.7,60.3,955.0
2625950,578.9,62.0,956.0
2625951,578.8,63.7,955.0
2625952,579.0,65.0,953.0
2625953,578.6,65.5,951.0
2625954,577.8,65.9,951.0
2625955,577.0,66.0,955.0
2625956,576.9,65.3,959.0
2625957,576.4,64.6,963.0
2625958,576.1,64.5,962.0
2625959,576.5,65.2,961.0
2625960,577.3,65.9,961.0
2625961,577.4,65.3,958.0
2625962,576.9,64.7,955.0
2625963,576.4,63.1,954.0
2625964,576.8,62.2,956.0
2625965,577.7,60.7,957.0
2625966,577.9,60.2,955.0
2625967,577.8,60.2,952.0
2625968,576.9,59.7,951.0
2625969,576.3,59.0,952.0
2625970,575.8,57.7,958.0
2625971,575.6,58.1,962.0
2625972,575.5,58.7,963.0
2625973,575.3,59.3,959.0
2625974,575.1,60.6,955.0
2625975,575.0,61.9,954.0
2625976,574.9,63.4,955.0
2625977,574.8,63.8,955.0
2625978,574.7,64.2,956.0
2625979,574.9,64.0,955.0
2625980,575.3,63.7,955.0
2625981,576.0,63.4,955.0
2625982,576.4,64.1,955.0
2625983,576.6,64.7,954.0
2625984,576.5,65.2,952.0
2625985,576.0,65.0,950.0
2625986,575.5,64.6,950.0
2625987,575.4,65.5,951.0
2625988,576.1,66.6,952.0
2625989,576.4,68.6,955.0
2625990,576.0,69.3,957.0
2625991,575.3,68.0,957.0
2625992,575.2,66.1,955.0
2625993,575.5,64.2,953.0
2625994,574.9,64.1,953.0
2625995,574.3,63.7,952.0
2625996,575.8,63.0,952.0
2625997,578.0,62.5,952.0
2625998,580.1,62.3,951.0
2625999,580.3,63.4,956.0
2626000,580.3,65.7,961.0
2626001,580.2,67.9,966.0
2626002,579.8,69.4,966.0
2626003,579.0,69.7,966.0
2626004,578.4,69.5,965.0
2626005,577.9,68.6,965.0
2626006,577.8,67.4,964.0
2626007,577.8,66.3,964.0
2626008,577.9,65.4,964.0
2626009,577.9,64.7,965.0
2626010,577.9,64.3,963.0
2626011,577.3,65.4,960.0
2626012,576.9,66.5,957.0
2626013,576.3,68.0,957.0
2626014,576.4,68.5,955.0
2626015,576.5,67.0,953.0
2626016,576.7,65.0,954.0
2626017,576.8,63.0,955.0
2626018,577.1,64.0,956.0
2626019,577.8,64.9,956.0
2626020,578.3,66.2,957.0
2626021,578.5,66.6,959.0
2626022,577.5,64.8,961.0
2626023,576.6,62.7,960.0
2626024,576.8,61.3,959.0
2626025,577.7,62.1,958.0
2626026,578.6,62.9,958.0
2626027,578.8,62.3,956.0
2626028,579.1,60.9,952.0
2626029,579.4,60.4,950.0
2626030,579.7,60.2,951.0
2626031,580.2,61.0,952.0
2626032,580.6,61.9,953.0
2626033,581.0,63.1,952.0
2626034,581.1,64.7,952.0
2626035,580.9,65.2,950.0
2626036,580.6,63.6,947.0
2626037,580.9,61.1,949.0
2626038,581.5,58.6,959.0
2626039,582.0,58.2,970.0
2626040,582.1,58.2,966.0
2626041,582.0,59.0,957.0
2626042,581.9,59.9,949.0
2626043,580.6,60.4,953.0
2626044,579.5,60.0,957.0
2626045,578.4,61.8,960.0
2626046,578.6,64.3,959.0
2626047,578.1,66.8,957.0
2626048,577.7,66.7,955.0
2626049,577.2,66.0,957.0
2626050,576.9,65.2,960.0
2626051,576.8,64.7,964.0
2626052,577.0,64.5,968.0
2626053,577.6,64.2,971.0
2626054,578.0,64.1,967.0
2626055,578.2,64.2,961.0
2626056,578.2,64.3,955.0
2626057,578.3,64.5,956.0
2626058,578.4,64.6,956.0
2626059,578.8,65.2,956.0
2626060,579.2,65.8,955.0
2626061,579.6,65.9,955.0
2626062,579.7,65.1,956.0
2626063,579.7,64.4,959.0
2626064,579.7,64.1,963.0
2626065,579.7,62.8,966.0
2626066,579.8,61.3,963.0
2626067,579.9,60.6,961.0
2626068,579.7,62.6,962.0
2626069,579.5,64.6,965.0
2626070,579.7,63.6,964.0
2626071,579.9,61.6,959.0
2626072,579.8,59.6,952.0
2626073,579.5,59.8,951.0
2626074,579.9,59.9,951.0
2626075,580.7,59.2,953.0
2626076,581.5,58.5,954.0
2626077,581.6,58.5,954.0
2626078,581.1,59.3,955.0
2626079,580.3,60.1,959.0
2626080,579.7,59.7,964.0
2626081,580.1,59.3,969.0
2626082,581.3,59.6,969.0
2626083,582.5,60.6,969.0
2626084,582.6,61.4,967.0
2626085,581.8,59.8,964.0
2626086,581.0,57.9,961.0
2626087,580.1,57.3,958.0
2626088,578.9,59.3,957.0
2626089,577.8,61.4,954.0
2626090,578.1,64.0,953.0
2626091,579.1,65.7,960.0
2626092,580.0,66.5,968.0
2626093,579.8,65.6,975.0
2626094,579.3,64.6,968.0
2626095,578.7,64.6,960.0
2626096,578.9,64.8,956.0
2626097,579.5,64.9,959.0
2626098,580.2,64.2,961.0
2626099,580.1,62.8,960.0
2626100,579.7,61.3,959.0
2626101,579.2,60.3,962.0
2626102,578.9,60.1,966.0
2626103,578.8,60.1,969.0
2626104,578.3,60.6,969.0
2626105,577.9,61.2,968.0
2626106,578.0,61.6,969.0
2626107,578.4,62.1,971.0
2626108,579.0,61.7,972.0
2626109,579.5,60.4,965.0
2626110,579.9,58.8,957.0
2626111,580.2,58.6,954.0
2626112,580.3,59.2,959.0
2626113,579.9,59.8,960.0
2626114,579.2,61.3,957.0
2626115,579.5,62.9,952.0
2626116,580.3,64.7,951.0
2626117,581.0,65.1,955.0
2626118,580.3,65.3,960.0
2626119,579.3,65.7,965.0
2626120,578.4,66.0,965.0
2626121,578.2,65.6,964.0
2626122,579.2,62.4,963.0
2626123,580.4,59.2,963.0
2626124,581.1,57.7,963.0
2626125,580.6,59.3,964.0
2626126,580.2,60.9,965.0
2626127,579.8,61.7,965.0
2626128,579.6,61.7,964.0
2626129,579.2,60.2,963.0
2626130,579.0,58.7,962.0
2626131,578.6,61.3,963.0
2626132,578.3,65.4,964.0
2626133,577.7,69.1,965.0
2626134,577.3,68.4,965.0
2626135,577.5,67.9,965.0
2626136,577.8,67.8,965.0
2626137,578.2,65.7,965.0
2626138,578.4,63.5,967.0
2626139,578.9,61.4,968.0
2626140,579.1,61.7,968.0
2626141,579.0,62.0,963.0
2626142,578.7,62.1,959.0
2626143,578.4,62.1,953.0
2626144,577.9,61.7,953.0
2626145,577.3,61.3,956.0
2626146,574.6,61.0,962.0
2626147,571.9,59.6,967.0
2626148,569.2,58.0,967.0
2626149,564.5,59.2,965.0
2626150,557.1,62.2,964.0
2626151,548.6,65.2,965.0
2626152,539.7,65.5,970.0
2626153,531.6,65.5,973.0
2626154,522.1,66.4,975.0
2626155,515.1,67.2,980.0
2626156,506.4,67.6,985.0
2626157,499.8,68.2,987.0
2626158,490.7,69.4,984.0
2626159,484.6,70.9,984.0
2626160,476.8,71.0,987.0
2626161,471.2,70.8,988.0
2626162,466.4,70.5,986.0
2626163,460.6,70.2,983.0
2626164,456.0,70.1,977.0
2626165,450.7,69.9,973.0
2626166,447.2,69.9,969.0
2626167,443.5,69.7,970.0
2626168,439.7,70.3,971.0
2626169,437.4,71.1,972.0
2626170,436.3,71.9,975.0
2626171,435.9,71.8,977.0
2626172,435.6,71.6,976.0
2626173,434.9,71.4,974.0
2626174,434.6,71.8,972.0
2626175,434.2,72.1,972.0
2626176,434.7,72.4,974.0
2626177,435.2,72.1,975.0
2626178,435.8,71.0,976.0
2626179,436.7,70.1,975.0
2626180,437.0,69.3,975.0
2626181,436.9,70.6,977.0
2626182,436.3,71.9,979.0
2626183,436.0,72.8,975.0
2626184,436.1,73.2,969.0
2626185,437.1,74.4,966.0
2626186,437.9,76.0,969.0
2626187,438.4,76.5,973.0
2626188,437.8,76.0,973.0
2626189,437.1,75.5,973.0
2626190,437.1,74.2,972.0
2626191,437.5,72.6,968.0
2626192,437.9,70.8,963.0
2626193,437.8,70.3,960.0
2626194,437.0,70.5,966.0
2626195,436.0,72.2,972.0
2626196,435.1,73.8,977.0
2626197,434.8,75.3,974.0
2626198,435.0,72.7,970.0
2626199,435.4,69.9,968.0
2626200,435.9,68.2,969.0
2626201,436.3,70.3,970.0
2626202,436.4,72.4,972.0
2626203,436.8,72.6,972.0
2626204,437.1,71.7,973.0
2626205,437.1,70.6,974.0
2626206,436.5,70.3,974.0
2626207,435.1,70.3,974.0
2626208,433.5,70.6,973.0
2626209,432.2,71.0,973.0
2626210,432.6,71.3,973.0
2626211,434.8,73.0,973.0
2626212,437.1,74.7,972.0
2626213,438.2,76.3,972.0
2626214,437.7,76.4,972.0
2626215,437.2,76.0,973.0
2626216,436.8,75.2,972.0
2626217,436.9,74.4,972.0
2626218,437.0,74.0,972.0
2626219,437.1,74.5,972.0
2626220,437.1,75.0,973.0
2626221,437.1,75.1,974.0
2626222,436.4,74.3,975.0
2626223,435.6,73.4,975.0
2626224,434.2,72.8,974.0
2626225,433.1,72.7,971.0
2626226,432.0,72.9,970.0
2626227,430.9,73.2,969.0
2626228,430.5,71.7,969.0
2626229,431.5,70.1,969.0
2626230,434.2,70.7,972.0
2626231,436.7,72.9,974.0
2626232,437.1,74.6,976.0
2626233,436.3,74.2,975.0
2626234,434.9,73.8,973.0
2626235,434.2,72.7,970.0
2626236,433.5,71.5,969.0
2626237,434.0,69.3,967.0
2626238,434.8,68.8,966.0
2626239,435.5,68.7,965.0
2626240,436.9,70.1,966.0
2626241,438.0,72.1,968.0
2626242,439.1,73.7,971.0
2626243,438.8,73.2,974.0
2626244,438.7,71.6,974.0
2626245,438.5,70.4,973.0
2626246,438.4,71.6,972.0
2626247,438.2,73.0,972.0
2626248,438.1,74.1,974.0
2626249,438.1,74.5,977.0
2626250,438.2,75.0,978.0
2626251,438.2,75.5,977.0
2626252,437.4,73.9,976.0
2626253,436.5,72.3,974.0
2626254,435.9,70.9,973.0
2626255,436.2,71.0,973.0
2626256,436.5,71.0,974.0
2626257,436.6,71.4,975.0
2626258,436.4,72.2,976.0
2626259,436.4,72.5,980.0
2626260,436.5,72.0,984.0
2626261,436.3,71.2,986.0
2626262,435.9,71.0,983.0
2626263,435.5,70.7,981.0
2626264,435.3,71.1,979.0
2626265,435.6,71.8,978.0
2626266,435.9,72.4,977.0
2626267,436.3,72.4,980.0
2626268,437.7,72.0,982.0
2626269,439.1,71.5,984.0
2626270,440.6,71.3,985.0
2626271,440.7,71.6,981.0
2626272,440.5,71.9,977.0
2626273,439.9,72.0,972.0
2626274,439.1,71.9,971.0
2626275,437.9,71.1,970.0
2626276,437.1,70.3,970.0
2626277,436.3,70.2,970.0
2626278,436.1,70.9,970.0
2626279,435.9,71.6,969.0
2626280,435.5,71.5,969.0
2626281,435.1,71.5,974.0
2626282,435.3,71.6,979.0
2626283,435.8,72.0,981.0
2626284,436.3,71.8,980.0
2626285,436.0,71.4,979.0
2626286,435.8,70.8,980.0
2626287,435.4,70.8,979.0
2626288,435.4,70.8,979.0
2626289,435.3,70.9,978.0
2626290,435.0,71.0,978.0
2626291,434.7,71.0,978.0
2626292,434.9,71.0,980.0
2626293,435.5,70.6,981.0
2626294,436.1,70.1,984.0
2626295,436.5,69.7,984.0
2626296,437.1,69.2,983.0
2626297,436.8,68.7,982.0
2626298,436.5,68.4,979.0
2626299,436.4,68.8,977.0
2626300,437.1,69.5,975.0
2626301,437.5,70.2,977.0
2626302,437.7,70.7,977.0
2626303,437.8,71.4,976.0
2626304,437.2,72.2,979.0
2626305,436.7,73.0,983.0
2626306,436.6,73.9,988.0
2626307,437.0,74.9,988.0
2626308,437.9,75.9,988.0
2626309,438.4,76.3,989.0
2626310,438.2,76.1,990.0
2626311,437.5,74.8,991.0
2626312,437.1,73.7,989.0
2626313,437.5,72.7,987.0
2626314,438.1,72.2,982.0
2626315,438.4,72.0,978.0
2626316,438.6,71.7,973.0
2626317,438.3,71.7,971.0
2626318,437.1,71.3,976.0
2626319,435.8,72.8,980.0
2626320,435.5,74.8,986.0
2626321,436.1,76.9,988.0
2626322,437.3,77.1,988.0
2626323,437.5,77.8,987.0
2626324,437.0,78.3,985.0
2626325,437.0,75.8,983.0
2626326,437.0,72.5,980.0
2626327,437.8,69.2,978.0
2626328,437.5,70.5,985.0
2626329,437.2,71.3,991.0
2626330,437.0,71.8,997.0
2626331,437.0,70.8,998.0
2626332,436.2,71.5,999.0
2626333,435.5,72.3,1000.0
2626334,434.8,73.1,999.0
2626335,434.9,72.7,997.0
2626336,436.7,72.2,996.0
2626337,438.3,71.8,993.0
2626338,438.9,71.3,989.0
2626339,437.8,72.1,986.0
2626340,436.7,73.2,986.0
2626341,437.5,74.2,986.0
2626342,438.4,74.2,987.0
2626343,439.1,74.6,989.0
2626344,438.6,75.0,988.0
2626345,438.3,76.2,987.0
2626346,438.5,77.0,985.0
2626347,438.8,77.8,984.0
2626348,438.9,78.0,984.0
2626349,439.0,77.7,984.0
2626350,438.6,77.1,984.0
2626351,438.6,75.8,983.0
2626352,438.4,74.9,984.0
2626353,438.5,74.9,988.0
2626354,438.8,74.4,992.0
2626355,439.2,72.9,991.0
2626356,439.4,70.7,987.0
2626357,439.2,69.4,985.0
2626358,438.8,69.2,987.0
2626359,438.7,69.5,989.0
2626360,438.7,68.6,988.0
2626361,438.7,67.7,987.0
2626362,438.4,69.8,989.0
2626363,438.3,73.1,992.0
2626364,438.6,74.0,994.0
2626365,439.3,71.5,995.0
2626366,439.6,69.5,995.0
2626367,439.6,69.9,994.0
2626368,439.5,70.5,992.0
2626369,439.4,70.7,990.0
2626370,439.3,70.8,989.0
2626371,438.1,70.8,988.0
2626372,436.9,71.9,991.0
2626373,435.9,72.9,994.0
2626374,436.3,74.1,998.0
2626375,437.2,72.4,993.0
2626376,437.9,70.7,988.0
2626377,438.4,68.8,983.0
2626378,438.7,68.7,984.0
2626379,438.9,69.1,985.0
2626380,439.0,71.9,989.0
2626381,439.4,74.8,993.0
2626382,440.0,75.9,995.0
2626383,440.4,73.8,991.0
2626384,440.4,71.6,987.0
